X,Y,OBJECTID,ACCIDENT_INDEX,POLICE_FORCE,ACCIDENT_SEVERITY,NUMBER_OF_VEHICLES,NUMBER_OF_CASUALTIES,DATE_,DAY_OF_WEEK,TIME,LOCAL_AUTHORITY__DISTRICT_,LOCAL_AUTHORITY__HIGHWAY_,ROAD_TYPE,SPEED_LIMIT,JUNCTION_DETAIL,JUNCTION_CONTROL,PEDESTRIAN_CROSSING_HUMAN_CONT,PEDESTRIAN_CROSSING_PHYSICAL_F,LIGHT_CONDITIONS,WEATHER_CONDITIONS,ROAD_SURFACE_CONDITIONS,SPECIAL_CONDITIONS_AT_SITE,CARRIAGEWAY_HAZARDS,URBAN_OR_RURAL_AREA,DID_POLICE_OFFICER_ATTEND_SCEN,LOCATION_EASTING_OSGR,LOCATION_NORTHING_OSGR,LONGITUDE,LATITUDE,CASUALITY_TYPE,FIRST_ROAD_CLASS,FIRST_ROAD_NUMBER,SECOND_ROAD_CLASS,SECOND_ROAD_NUMBER
-4.290150827,55.82849802,3374,201697GD00904,Police Scotland,Slight,2,1,2016/04/07 00:00:00+00,Thursday,1900/01/01 12:40:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,256647,661841,-4.290151,55.828498,Car occupant,Unclassified,0,,0
-4.255861832,55.84079702,3375,201697GD01003,Police Scotland,Slight,3,2,2016/03/05 00:00:00+00,Saturday,1900/01/01 18:40:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258839,663139,-4.255862,55.840797,Car occupant,A,728,Unclassified,0
-4.247971828,55.82474603,3376,201697GD01006,Police Scotland,Slight,2,1,2016/06/08 00:00:00+00,Wednesday,1900/01/01 11:25:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259275,661337,-4.247972,55.824746,Car occupant,A,728,Unclassified,0
-4.236060818,55.82919602,3377,201697GD01103,Police Scotland,Slight,3,1,2016/03/06 00:00:00+00,Sunday,1900/01/01 06:05:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260037,661808,-4.236061,55.829196,Car occupant,B,768,,0
-4.250456829,55.82050303,3378,201697GD01202,Police Scotland,Slight,2,2,2016/02/05 00:00:00+00,Friday,1900/01/01 07:40:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Other,Wet or damp,None,None,Urban,Yes,259104,660870,-4.250457,55.820503,Car occupant,A,728,A,762
-4.275586825,55.83885203,3379,201697GD01207,Police Scotland,Slight,1,1,2016/07/10 00:00:00+00,Sunday,1900/01/01 12:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,257597,662963,-4.275587,55.838852,Pedestrian,Unclassified,0,,0
-4.257747822,55.85265303,3380,201697GD01209,Police Scotland,Slight,2,1,2016/09/06 00:00:00+00,Tuesday,1900/01/01 16:15:00+00,Glasgow,Glasgow,One way street,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258764,664462,-4.257748,55.852653,Car occupant,A,8,Unclassified,0
-4.276549827,55.83292002,3381,201697GD01211,Police Scotland,Slight,3,1,2016/11/18 00:00:00+00,Friday,1900/01/01 16:40:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,257515,662305,-4.27655,55.83292,Taxi/Private hire car occupant,Unclassified,0,,0
-4.254926824,55.84698903,3382,201697GD01302,Police Scotland,Slight,2,1,2016/02/05 00:00:00+00,Friday,1900/01/01 17:00:00+00,Glasgow,Glasgow,Dual carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,258920,663826,-4.254927,55.846989,Car occupant,A,730,A,728
-4.266956824,55.84727102,3383,201697GD01311,Police Scotland,Slight,1,1,2016/11/19 00:00:00+00,Saturday,1900/01/01 09:40:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Frost or ice,None,None,Urban,No,258168,663882,-4.266957,55.847271,Car occupant,Unclassified,0,Unclassified,0
-4.240212822,55.79894003,3384,201697GD01402,Police Scotland,Slight,1,1,2016/02/05 00:00:00+00,Friday,1900/01/01 22:56:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259668,658450,-4.240213,55.79894,Taxi/Private hire car occupant,Unclassified,0,,0
-4.260596831,55.82000303,3386,201697GD01407,Police Scotland,Slight,4,1,2016/07/13 00:00:00+00,Wednesday,1900/01/01 00:05:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258467,660835,-4.260597,55.820003,Car occupant,Unclassified,0,,-1
-4.269076823,55.83732803,3387,201697GD01409,Police Scotland,Slight,1,1,2016/09/12 00:00:00+00,Monday,1900/01/01 21:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,257999,662780,-4.269077,55.837328,Pedestrian,A,77,,0
-4.273431824,55.83805603,3388,201697GD01503,Police Scotland,Slight,2,2,2016/03/06 00:00:00+00,Sunday,1900/01/01 18:15:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,257729,662870,-4.273432,55.838056,Car occupant,Unclassified,0,Unclassified,0
-4.257308828,55.82469203,3389,201697GD01504,Police Scotland,Slight,1,1,2016/04/10 00:00:00+00,Sunday,1900/01/01 16:50:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Unknown,Dry,None,None,Urban,No,258690,661350,-4.257309,55.824692,Pedestrian,Unclassified,0,Unclassified,0
-4.275500827,55.83355102,3390,201697GD01505,Police Scotland,Slight,2,1,2016/05/05 00:00:00+00,Thursday,1900/01/01 07:45:00+00,Glasgow,Glasgow,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,257583,662373,-4.275501,55.833551,Cyclist,A,77,Unclassified,0
-4.256537829,55.84004802,3391,201697GD01506,Police Scotland,Slight,2,1,2016/06/02 00:00:00+00,Thursday,1900/01/01 11:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258794,663057,-4.256538,55.840048,Motorcycle 125cc and under rider or passenger,Unclassified,0,Unclassified,0
-4.276333826,55.83715802,3392,201697GD01509,Police Scotland,Slight,2,1,2016/09/13 00:00:00+00,Tuesday,1900/01/01 11:15:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,257544,662776,-4.276334,55.837158,Car occupant,Unclassified,0,B,763
-4.249986816,55.84941603,3393,201697GD01512,Police Scotland,Slight,2,1,2016/12/11 00:00:00+00,Sunday,1900/01/01 12:30:00+00,Glasgow,Glasgow,One way street,30,Other junction,Stop sign,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259238,664086,-4.249987,55.849416,Cyclist,Unclassified,0,Unclassified,0
-4.25667183,55.83960502,3394,201697GD01605,Police Scotland,Slight,1,1,2016/05/10 00:00:00+00,Tuesday,1900/01/01 18:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258784,663008,-4.256672,55.839605,Pedestrian,Unclassified,0,Unclassified,0
-4.247301834,55.84136802,3395,201697GD01607,Police Scotland,Slight,2,1,2016/07/12 00:00:00+00,Tuesday,1900/01/01 17:15:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259377,663185,-4.247302,55.841368,Car occupant,Unclassified,0,Unclassified,0
-4.264464838,55.82585503,3396,201697GD01608,Police Scotland,Serious,1,1,2016/08/12 00:00:00+00,Friday,1900/01/01 16:50:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258246,661494,-4.264465,55.825855,Pedestrian,B,766,,0
-4.263706832,55.82985002,3397,201697GD01610,Police Scotland,Slight,2,1,2016/10/06 00:00:00+00,Thursday,1900/01/01 12:12:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258308,661937,-4.263707,55.82985,Car occupant,Unclassified,0,Unclassified,0
-4.256644827,55.82481203,3398,201697GD01612,Police Scotland,Slight,1,1,2016/12/12 00:00:00+00,Monday,1900/01/01 01:00:00+00,Glasgow,Glasgow,Unknown,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258732,661362,-4.256645,55.824812,Taxi/Private hire car occupant,Unclassified,0,,0
-4.25170482,55.85148803,3399,201697GD01712,Police Scotland,Slight,1,1,2016/12/13 00:00:00+00,Tuesday,1900/01/01 17:17:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259138,664320,-4.251705,55.851488,Motorcycle 125cc and under rider or passenger,A,74,,0
-4.291880826,55.82831302,3400,201697GD01806,Police Scotland,Serious,1,1,2016/06/10 00:00:00+00,Friday,1900/01/01 12:10:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,256538,661824,-4.291881,55.828313,Pedestrian,Unclassified,0,,0
-4.259174823,55.85219602,3401,201697GD01812,Police Scotland,Slight,1,1,2016/12/13 00:00:00+00,Tuesday,1900/01/01 16:30:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,258673,664414,-4.259175,55.852196,Pedestrian,A,77,,0
-4.263271833,55.82784503,3402,201697GD01902,Police Scotland,Slight,3,2,2016/02/09 00:00:00+00,Tuesday,1900/01/01 08:20:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258328,661713,-4.263272,55.827845,Car occupant,B,768,Unclassified,0
-4.259328823,55.85181603,3403,201697GD01906,Police Scotland,Slight,2,1,2016/06/11 00:00:00+00,Saturday,1900/01/01 21:17:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Dry,None,None,Urban,Yes,258662,664372,-4.259329,55.851816,Car occupant,A,77,Unclassified,0
-4.262021826,55.84427002,3404,201697GD01912,Police Scotland,Serious,2,1,2016/12/14 00:00:00+00,Wednesday,1900/01/01 21:45:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258466,663538,-4.262022,55.84427,Motorcycle over 125cc and up to 500cc rider or  passenger,A,77,Unclassified,0
-4.254703824,55.85334703,3405,201697GD02002,Police Scotland,Slight,2,1,2016/02/08 00:00:00+00,Monday,1900/01/01 09:50:00+00,Glasgow,Glasgow,Unknown,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Unknown,Wet or damp,None,None,Urban,No,258957,664533,-4.254704,55.853347,Cyclist,Unclassified,0,,0
-4.268080821,55.83832603,3406,201697GD02004,Police Scotland,Slight,3,2,2016/04/12 00:00:00+00,Tuesday,1900/01/01 12:30:00+00,Glasgow,Glasgow,Single carriageway,30,More than 4 arms (not roundabout),Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Unknown,Dry,None,None,Urban,Yes,258065,662889,-4.268081,55.838326,Car occupant,A,77,B,763
-4.262388827,55.84343702,3407,201697GD02006,Police Scotland,Slight,2,1,2016/06/10 00:00:00+00,Friday,1900/01/01 19:45:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258440,663446,-4.262389,55.843437,Car occupant,A,77,,0
-4.243457819,55.81013403,3408,201697GD02008,Police Scotland,Slight,2,1,2016/08/15 00:00:00+00,Monday,1900/01/01 22:45:00+00,Glasgow,Glasgow,Single carriageway,30,Roundabout,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259505,659702,-4.243458,55.810134,Cyclist,Unclassified,0,B,766
-4.261076825,55.83598302,3409,201697GD02105,Police Scotland,Serious,2,1,2016/05/16 00:00:00+00,Monday,1900/01/01 11:30:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Auto traffic signal,Control by school crossing patrol,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258495,662614,-4.261077,55.835983,Cyclist,Unclassified,0,Unclassified,0
-4.264613838,55.82594202,3410,201697GD02109,Police Scotland,Serious,3,1,2016/09/15 00:00:00+00,Thursday,1900/01/01 23:16:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258237,661504,-4.264614,55.825942,Pedestrian,B,766,,0
-4.240047817,55.84771902,3411,201697GD02112,Police Scotland,Slight,2,1,2016/12/15 00:00:00+00,Thursday,1900/01/01 17:40:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259854,663877,-4.240048,55.847719,Car occupant,A,74,Unclassified,0
-4.275666828,55.83339502,3412,201697GD02202,Police Scotland,Slight,2,1,2016/02/09 00:00:00+00,Tuesday,1900/01/01 17:45:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,257572,662356,-4.275667,55.833395,Car occupant,A,77,,0
-4.258545824,55.85374402,3413,201697GD02209,Police Scotland,Slight,1,1,2016/09/16 00:00:00+00,Friday,1900/01/01 16:00:00+00,Glasgow,Glasgow,One way street,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,258718,664585,-4.258546,55.853744,Pedestrian,A,77,Unclassified,0
-4.248187833,55.81686902,3414,201697GD02303,Police Scotland,Slight,2,1,2016/03/08 00:00:00+00,Tuesday,1900/01/01 21:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,259233,660461,-4.248188,55.816869,Car occupant,B,766,,0
-4.272768823,55.84230203,3415,201697GD02312,Police Scotland,Slight,2,1,2016/12/16 00:00:00+00,Friday,1900/01/01 22:45:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,257786,663341,-4.272769,55.842302,Cyclist,Unclassified,0,Unclassified,0
-4.225750816,55.81140802,3416,201697GD02403,Police Scotland,Serious,3,1,2016/03/10 00:00:00+00,Thursday,1900/01/01 16:10:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260619,659808,-4.225751,55.811408,Car occupant,Unclassified,0,Unclassified,0
-4.231848816,55.81503702,3417,201697GD02404,Police Scotland,Slight,2,2,2016/04/15 00:00:00+00,Friday,1900/01/01 19:00:00+00,Glasgow,Glasgow,Roundabout,20,Mini-roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,260250,660224,-4.231849,55.815037,Car occupant,Unclassified,0,Unclassified,0
-4.230310817,55.81606202,3418,201697GD02408,Police Scotland,Slight,2,1,2016/08/15 00:00:00+00,Monday,1900/01/01 09:05:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Unknown,Dry,None,None,Urban,No,260350,660335,-4.230311,55.816062,Cyclist,Unclassified,0,Unclassified,0
-4.266595826,55.83970102,3419,201697GD02409,Police Scotland,Slight,2,3,2016/09/16 00:00:00+00,Friday,1900/01/01 16:35:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,258163,663039,-4.266596,55.839701,Bus or coach occupant (17 or more pass seats),A,77,Unclassified,0
